"","school","preveducation","preveducationtype","prevCC","matrix_pre_1","matrix_pre_2","matrix_pre_3","matrix_pre_4","matrix_pre_5","matrix_pre_6","cc_choice"
"6204","Carrboro High School",0,"",NA,3,3,4,3,4,4,1
"6205","Ledford High School",0,"",NA,3,3,4,1,4,1,1
"6211","Meyers Park High School",0,"",NA,3,2,4,3,4,3,1
"6212","Clinton High School",1,"Video",NA,3,3,4,4,4,4,1
"6213","Laney, E.A. High School",1,"Video",NA,4,4,4,4,4,3,1
"6215","Meyers Park High School",2,"PowerPoint,Video",NA,2,4,4,4,4,4,1
"6218","Millbrook High School",0,"",NA,4,3,4,4,4,4,1
"6219","Jordan, Charles E. High School",1,"Video",NA,3,3,4,3,4,2,1
"6225","Meyers Park High School",0,"",NA,3,2,4,4,4,4,1
"6226","West Forsyth High School",1,"Lecture",NA,3,2,3,4,4,3,0
"6227","Rocky Mount High School",4,"PowerPoint,Video",NA,4,4,4,4,4,4,1
"6230","Hillside High School",1,"PowerPoint,Video",NA,4,2,4,4,4,3,1
"6234","Northern Guilford High School",0,"",NA,2,3,3,3,4,3,1
"6235","Jordan, Charles E. High School",0,"",NA,1,2,3,3,4,2,1
"6236","Swansboro High School",1,"Lecture",NA,4,4,4,3,4,3,1
"6237","East Davie High School",1,"Other",NA,4,4,4,4,4,4,1
"6238","Northern Guilford High School",0,"",NA,2,4,4,3,4,4,1
"6240","Swansboro High School",2,"Lecture",NA,4,4,4,4,4,4,1
"6241","Meyers Park High School",0,"",NA,2,3,4,3,4,2,1
"6247","East Davidson High School",0,"",NA,3,3,3,3,3,3,1
"6252","South Caldwell High School",1,"Video",NA,3,3,4,3,4,3,1
"6253","Rocky Mount High School",2,"PowerPoint",NA,3,3,4,4,4,4,1
"6254","Pinecrest High School",4,"Handout,Lecture,Video",NA,4,3,4,3,4,4,1
"6255","Rocky Mount High School",0,"",NA,4,4,4,4,3,4,1
"6256","Rocky Mount High School",0,"",NA,4,4,4,4,4,3,1
"6259","Central Academy of Technology & Arts High School",1,"Handout",NA,3,3,4,3,4,4,1
"6261","Central Academy of Technology & Arts High School",4,"Lecture",NA,2,4,4,3,4,4,1
"6270","Northern Guilford High School",0,"",NA,3,2,4,3,4,3,0
"6273","Pinecrest High School",1,"Lecture",NA,3,3,4,3,4,4,1
"6275","Northwest High School",0,"",NA,3,4,4,4,4,3,1
"6280","Scotland High School",0,"",NA,3,4,4,4,4,4,1
"6281","Pinecrest High School",1,"Video",NA,2,4,4,3,4,4,1
"6282","Rocky Mount High School",0,"",NA,2,3,4,4,4,3,1
"6285","Meyers Park High School",0,"",NA,3,3,4,4,4,3,1
"6286","Meyers Park High School",0,"",NA,3,3,4,4,4,4,1
"6288","Pinecrest High School",2,"Lecture,PowerPoint,Video",NA,2,3,4,3,4,3,1
"6289","Central Academy of Technology & Arts High School",2,"PowerPoint,Video",NA,3,3,4,4,4,3,1
"6290","Central Academy of Technology & Arts High School",4,"Lecture,PowerPoint,Video",NA,3,3,4,4,4,3,1
"6291","Falls Lake Academy",1,"Lecture",NA,4,3,4,3,4,2,1
"6292","Meyers Park High School",1,"PowerPoint",NA,3,4,4,4,4,4,1
"6297","Rocky Mount High School",3,"PowerPoint",NA,3,2,4,4,4,3,1
"6299","Northwood High School",1,"Handout,Lecture,PowerPoint,Video",NA,4,4,4,3,4,4,1
"6303","Salisbury High School",0,"",NA,3,3,4,4,4,3,1
"6310","Northwest",2,"Handout,PowerPoint,Video",NA,3,4,4,2,4,3,1
"6312","Monroe High School",0,"",NA,3,4,4,4,4,4,1
"6317","East Burke High School",0,"",NA,3,3,4,4,4,3,1
"6319","Hickory High School",1,"Handout,Video",NA,3,3,3,2,3,1,1
"6320","Meyers Park High School",2,"Video",NA,2,3,3,3,4,3,1
"6321","Meyers Park High School",1,"Video",NA,3,3,4,4,4,4,1
"6322","Albemarle High School",0,"",NA,3,3,4,4,4,4,1
"6323","South Rowan High School",0,"",NA,2,3,3,4,4,4,1
"6327","East Davie High School",3,"Other",NA,2,4,4,4,4,4,1
"6330","Rocky Mount High School",3,"PowerPoint",NA,4,3,4,4,4,4,1
"6336","Northern Guilford High School",1,"PowerPoint",NA,3,4,4,4,4,3,1
"6339","Monroe High School",0,"",NA,4,4,4,4,4,3,1
"6340","Rocky Mount High School",3,"Handout",NA,4,4,4,4,4,4,1
"6343","Pinecrest High School",0,"",NA,3,3,4,3,4,2,1
"6346","Northern Guilford High School",0,"",NA,2,3,4,3,4,2,0
"6349","Pinecrest High School",2,"Video",NA,3,3,4,4,4,3,1
"6355","Freedom High School",1,"Handout",NA,3,3,3,3,4,3,1
"6359","Maiden High School",3,"Video",NA,2,3,4,4,4,4,1
"6361","Pinecrest High School",0,"",NA,3,3,4,4,4,4,1
"6362","Pinecrest High School",1,"Other",NA,3,3,4,4,4,3,0
"6363","Jordan - Matthews High School",0,"",NA,4,4,4,4,4,4,1
"6366","East Davidson High School",1,"Other",NA,2,4,3,3,4,4,1
"6367","South Caldwell High School",0,"",NA,3,3,3,3,4,3,1
"6371","Concord High School",2,"Video",NA,4,4,4,4,4,3,1
"6373","Rocky Mount High School",0,"",NA,3,2,4,3,4,3,1
"6374","South Caldwell High School",0,"",NA,NA,3,4,4,4,3,1
"6379","Cuthbertson High School",1,"PowerPoint",NA,3,3,4,3,4,3,1
"6382","Central Academy of Technology & Arts High School",2,"Handout,Lecture,Other",NA,3,4,4,4,4,4,1
"6383","South Caldwell High School",0,"",NA,3,4,4,3,4,3,1
"6384","South Caldwell High School",0,"",NA,3,4,4,3,4,4,1
"6387","Maiden High School",0,"",NA,1,2,2,2,4,2,1
"6388","Pinecrest High School",0,"",NA,4,4,4,3,4,4,1
"6389","Meyers Park High School",1,"Video",NA,4,3,4,4,4,3,1
"6391","Central Academy of Technology & Arts High School",4,"Handout,Lecture,PowerPoint,Video",NA,4,4,4,4,4,4,1
"6392","South Rowan High School",1,"Video",NA,3,3,4,3,4,3,1
"6397","Central Academy of Technology & Arts High School",1,"Video",NA,3,3,4,4,4,4,1
"6399","Pinecrest High School",0,"",NA,3,4,4,4,4,4,1
"6400","Central Academy of Technology & Arts High School",4,"Handout,Video",NA,2,3,4,3,4,4,1
"6405","Maiden High School",0,"",NA,3,3,4,4,4,3,1
"6406","Maiden High School",1,"PowerPoint",NA,2,3,4,4,4,4,1
"6409","Northern Guilford High School",0,"",NA,3,2,4,3,4,3,1
"6410","Hickory High School",0,"",NA,4,3,4,4,4,4,1
"6411","Robinson, Jay M. High School",0,"",NA,3,3,4,4,4,4,1
"6413","Hickory High School",0,"",NA,2,3,4,4,4,4,1
"6414","Central Academy of Technology & Arts High School",2,"Video",NA,3,4,4,3,4,3,1
"6416","Hickory High School",0,"",NA,2,4,4,3,4,3,1
"6417","Central Academy of Technology & Arts High School",1,"Video",NA,3,3,4,4,4,3,1
"6419","Hickory High School",1,"PowerPoint",NA,3,4,4,4,4,4,1
"6420","Hickory High School",1,"Lecture",NA,3,3,4,4,4,3,1
"6421","Hickory High School",2,"Handout,PowerPoint,Video",NA,3,3,4,3,4,3,1
"6422","Hickory High School",0,"",NA,3,3,3,3,4,4,1
"6423","Central Academy of Technology & Arts High School",2,"Lecture,Video",NA,4,4,4,4,4,3,1
"6427","Hickory High School",0,"",NA,3,3,4,4,4,4,0
"6428","Scotland High School",0,"",NA,NA,NA,4,4,4,4,1
"6430","Hickory High School",0,"",NA,2,1,4,3,4,3,1
"6431","Hickory High School",1,"PowerPoint",NA,3,3,4,3,4,3,1
"6432","Carver Middle School",0,"",NA,3,4,3,4,4,4,0
"6433","Alexander Central High School",1,"Video",NA,3,3,4,4,4,4,1
"6435","Central Academy of Technology & Arts High School",4,"Lecture,PowerPoint,Video",NA,3,3,4,4,4,3,1
"6442","Rocky Mount High School",0,"",NA,3,3,4,3,4,4,1
"6443","Rocky Mount High School",0,"",NA,3,3,4,4,4,3,1
"6444","Rocky Mount High School",0,"",NA,4,3,4,4,4,3,1
"6445","Rocky Mount High School",0,"",NA,3,3,4,4,4,4,1
"6446","Rocky Mount High School",0,"",NA,3,3,4,3,4,3,1
"6447","Rocky Mount High School",0,"",NA,3,3,4,3,4,4,1
"6448","Meyers Park High School",0,"",NA,3,3,4,3,4,3,1
"6453","Rocky Mount High School",1,"PowerPoint",NA,4,4,4,4,4,2,1
"6455","Meyers Park High School",2,"Lecture",NA,4,4,4,4,4,4,1
"6457","Hickory High School",0,"",NA,4,4,4,4,4,4,1
"6459","Tarboro High School",0,"",NA,3,3,4,4,4,3,1
"6460","West Columbus High School",0,"",NA,3,4,4,4,4,3,1
"6461","Meyers Park High School",2,"PowerPoint,Video",NA,2,3,4,4,4,3,1
"6462","Meyers Park High School",0,"",NA,3,4,4,3,4,3,1
"6463","Alexander Central High School",1,"Video",NA,3,3,2,3,4,3,1
"6464","Alexander Central High School",1,"Handout,Video",NA,3,3,3,3,1,3,1
"6465","Alexander Central High School",4,"Handout",NA,4,4,4,4,4,3,1
"6466","Alexander Central High School",0,"",NA,3,3,4,3,4,4,1
"6468","Alexander Central High School",1,"Video",NA,3,3,4,3,4,2,1
"6469","Northwood High School",0,"",NA,NA,2,4,3,4,4,1
"6471","Jordan - Matthews High School",0,"",NA,1,2,3,3,3,3,1
"6475","Falls Lake Academy",0,"",NA,4,4,4,4,4,4,1
"6476","Northern Guilford High School",2,"Lecture,PowerPoint,Video",NA,4,4,4,4,4,3,1
"6477","Rocky Mount High School",3,"PowerPoint,Video",NA,4,4,4,4,4,3,1
"6478","Pinecrest High School",2,"PowerPoint",NA,2,3,4,4,4,3,1
"6481","Meyers Park High School",0,"",NA,2,3,4,3,4,3,1
"6482","Pinecrest High School",0,"",NA,3,3,3,3,4,3,1
"6485","Meyers Park High School",0,"",NA,4,4,4,4,4,4,1
"6486","Northwood High School",2,"Handout,Lecture,PowerPoint",NA,3,4,4,3,4,4,1
"6488","Tarboro High School",0,"",NA,3,3,4,3,4,3,1
"6490","Pinecrest High School",1,"Video",NA,3,2,4,3,4,3,1
"6492","Triangle Math & Science Academy",0,"",NA,4,3,4,4,4,3,1
"6494","Hillside High School",0,"",NA,3,4,4,4,4,4,1
"6497","Hillside High School",0,"",NA,1,2,4,3,4,2,1
"6498","Pinecrest High School",0,"",NA,3,3,4,3,4,4,1
"6500","Triangle Math & Science Academy",1,"PowerPoint",NA,3,3,3,3,3,3,1
"6504","Triangle Math & Science Academy",1,"Other",NA,3,3,3,3,3,3,1
"6506","Triangle Math & Science Academy",1,"Other",NA,3,3,3,3,3,3,1
"6507","Hickory High School",0,"",NA,3,3,4,3,4,4,1
"6508","Falls Lake Academy",0,"",NA,1,3,4,4,4,4,1
"6514","Cuthbertson High School",1,"Video",NA,3,3,4,4,4,4,1
"6516","Maiden High School",0,"",NA,2,4,4,4,4,4,1
"6518","Trinity High School",0,"",NA,4,4,3,3,4,2,1
"6525","South Rowan High School",0,"",NA,3,3,4,4,4,4,1
"6526","Rocky Mount High School",0,"",NA,4,4,4,4,4,4,1
"6532","Hobbton High School",0,"",NA,1,3,3,4,4,4,1
"6538","Tarboro High School",2,"PowerPoint",NA,4,2,4,4,4,3,1
"6540","Meyers Park High School",0,"",NA,3,3,4,4,4,4,1
"6541","Hickory High School",2,"Video",NA,3,3,4,3,4,4,1
"6543","West Forsyth High School",0,"",NA,3,3,4,3,4,4,1
"6545","Pinecrest High School",0,"",NA,3,4,4,4,4,4,1
"6550","Rocky Mount High School",2,"PowerPoint",NA,4,3,4,4,4,3,1
"6551","Northern Guilford High School",1,"Video",NA,3,4,4,4,4,4,1
"6555","Holmes, John A. High School",0,"",NA,NA,3,3,3,3,3,1
"6558","Meyers Park High School",1,"Video",NA,3,3,4,4,4,4,1
"6560","Meyers Park High School",0,"",NA,3,2,3,3,4,2,1
"6562","Northern Guilford High School",0,"",NA,3,3,3,4,4,3,1
"6563","Northern Guilford High School",0,"",NA,3,3,4,4,4,4,1
"6565","Northern Guilford High School",0,"",NA,1,3,4,4,4,4,1
"6566","Northern Guilford High School",0,"",NA,3,2,4,3,4,3,1
"6567","Meyers Park High School",0,"",NA,3,3,4,3,4,4,1
"6570","Rocky Mount High School",4,"Video",NA,3,4,4,4,4,4,0
"6573","Northern Guilford High School",0,"",NA,3,3,4,4,4,3,1
"6574","Millbrook High School",0,"",NA,4,3,4,4,4,4,1
"6576","Meyers Park High School",1,"PowerPoint",NA,3,4,4,3,4,4,1
"6579","Holmes, John A. High School",0,"",NA,4,4,4,4,4,4,1
"6580","Northern Guilford High School",0,"",NA,3,3,4,3,4,3,1
"6581","Northern Guilford High School",0,"",NA,4,3,4,4,4,4,1
"6583","Seaforth High School",0,"",NA,3,2,4,3,4,3,0
"6586","South Johnston High School",0,"",NA,3,2,4,2,4,4,1
"6588","Jordan, Charles E. High School",4,"Handout",NA,3,2,3,2,4,3,1
"6595","Northern Guilford High School",0,"",NA,2,3,4,3,4,4,1
"6598","Woods Chater School",1,"Handout",NA,3,4,4,4,4,4,1
"6600","Woods Chater School",2,"PowerPoint",NA,2,3,4,4,4,2,1
"6602","Concord High School",0,"",NA,2,2,4,4,4,2,1
"6608","Meyers Park High School",3,"Video",NA,2,3,4,3,4,3,1
"6609","Holmes, John A. High School",0,"",NA,3,3,4,4,4,4,1
"6610","Northern Guilford High School",0,"",NA,2,3,4,4,4,3,0
"6611","South Rowan High School",1,"Video",NA,4,4,4,4,4,4,1
"6612","South Rowan High School",1,"Other",NA,2,3,4,3,4,3,1
"6613","South Rowan High School",0,"",NA,4,4,4,4,4,4,1
"6617","Ledford High School",0,"",NA,3,3,4,4,4,3,1
"6625","Northern Guilford High School",0,"",NA,2,2,4,3,4,3,1
"6626","Hickory High School",0,"",NA,3,2,4,4,4,4,1
"6629","Ledford High School",0,"",NA,3,4,4,4,4,4,1
"6633","Hickory High School",0,"",NA,4,4,1,4,4,2,1
"6637","Hickory High School",0,"",NA,4,4,4,4,4,4,1
"6639","Hickory High School",0,"",NA,3,4,4,3,4,3,1
"6641","Hickory High School",1,"Lecture",NA,3,4,4,3,4,3,1
"6642","Hickory High School",1,"Lecture",NA,3,3,4,3,4,4,1
"6645","Hickory High School",1,"Video",NA,3,2,4,3,4,3,1
"6647","Hickory High School",1,"Other",NA,3,3,4,4,4,3,1
"6649","Northern Guilford High School",0,"",NA,NA,3,4,NA,4,4,1
"6652","Hickory High School",0,"",NA,4,4,4,4,4,4,0
"6653","Hickory High School",0,"",NA,3,3,4,3,4,4,1
"6654","Hickory High School",0,"",NA,2,3,4,2,4,4,0
"6657","Central Academy of Technology & Arts High School",4,"Video",NA,3,4,4,3,4,4,1
"6660","Hickory High School",1,"Video",NA,3,3,3,4,4,3,1
"6662","Hickory High School",0,"",NA,4,4,4,4,4,4,1
"6663","Hickory High School",1,"PowerPoint",NA,4,3,4,4,4,3,1
"6667","Hickory High School",0,"",NA,4,3,3,3,3,3,0
"6673","Jefferson, Thomas Classical Academy",1,"Lecture",NA,3,3,3,3,4,3,1
"6674","Ledford High School",1,"Handout",NA,3,3,4,4,4,3,1
"6675","Overhills High School",2,"PowerPoint",NA,3,3,4,4,4,4,1
"6676","Jefferson, Thomas Classical Academy",4,"Lecture,PowerPoint",NA,3,4,4,3,4,3,1
"6677","Jefferson, Thomas Classical Academy",0,"",NA,3,2,4,3,4,2,1
"6678","Jefferson, Thomas Classical Academy",0,"",NA,2,3,3,3,4,3,1
"6680","Rocky Mount High School",4,"Lecture,PowerPoint,Video",NA,4,4,4,4,4,4,1
"6681","Ledford High School",1,"PowerPoint",NA,3,3,4,4,4,4,1
"6683","Jefferson, Thomas Classical Academy",1,"Handout",NA,3,3,4,4,4,4,1
"6684","Northwest High School",1,"Lecture",NA,3,1,4,4,4,4,1
"6685","Jordan - Matthews High School",0,"",NA,3,3,4,2,4,3,1
"6686","Alexander Central High School",0,"",NA,2,3,4,3,4,2,1
"6688","Vance Charter School",0,"",NA,3,3,4,4,4,3,1
"6690","Vance Charter School",1,"Video",NA,3,3,3,3,4,2,1
"6691","Vance Charter School",0,"",NA,3,3,4,4,4,4,1
"6692","Vance Charter School",1,"Video",NA,3,3,4,2,4,2,1
"6693","Vance Charter School",0,"",NA,3,4,4,4,4,4,1
"6694","Vance Charter School",0,"",NA,2,3,4,4,4,3,1
"6696","Vance Charter School",0,"",NA,3,2,4,4,4,4,1
"6697","Vance Charter School",0,"",NA,1,3,4,4,4,4,1
"6698","Vance Charter School",4,"Handout,Lecture,PowerPoint,Video",NA,3,3,4,4,4,3,1
"6699","Vance Charter School",0,"",NA,4,2,4,3,4,3,1
"6701","Vance Charter School",0,"",NA,3,2,4,4,4,2,1
"6702","Vance Charter School",0,"",NA,3,3,4,4,4,4,0
"6703","Vance Charter School",0,"",NA,1,1,4,3,4,3,0
"6704","Vance Charter School",1,"Lecture",NA,1,3,3,3,3,3,0
"6705","Vance Charter School",0,"",NA,3,3,3,3,4,2,0
"6708","Vance Charter School",4,"Handout,Lecture,Video",NA,3,4,4,4,4,4,1
"6709","Tarboro High School",0,"",NA,4,3,4,4,4,3,1
"6712","Alexander Central High School",3,"Handout,Lecture,PowerPoint",NA,2,3,3,3,4,3,1
"6713","Alexander Central High School",1,"Virtual Reality (VR)",NA,4,4,4,4,4,4,1
"6714","Alexander Central High School",0,"",NA,4,3,4,3,4,3,1
"6715","Alexander Central High School",3,"Handout",NA,3,3,4,3,3,3,1
"6720","Alexander Central High School",3,"Video",NA,3,4,4,4,4,3,1
"6721","South Caldwell High School",2,"Other",NA,3,4,4,3,4,4,1
"6722","Alexander Central High School",1,"Video",NA,4,4,4,3,4,3,1
"6723","Alexander Central High School",4,"Handout,Lecture,Video",NA,3,4,4,4,4,4,1
"6724","Alexander Central High School",4,"Video",NA,3,3,3,3,4,3,1
"6725","Alexander Central High School",4,"Handout",NA,4,3,4,4,4,3,1
"6726","Alexander Central High School",4,"Video",NA,3,3,3,4,3,2,1
"6729","Alexander Central High School",2,"Lecture,PowerPoint,Video",NA,4,4,4,3,4,3,1
"6730","Northwood High School",1,"Lecture",NA,3,4,4,4,4,4,1
"6732","Northern Guilford High School",0,"",NA,2,3,4,3,4,4,0
"6733","Alleghany High School",1,"Lecture",NA,3,3,4,3,4,4,1
"6736","Cuthbertson High School",2,"PowerPoint",NA,3,4,4,4,4,3,1
"6737","Alleghany High School",0,"",NA,2,3,4,2,4,2,1
"6738","Wallace - Rose Hill High School",0,"",NA,3,4,4,4,4,3,1
"6746","Seaforth High School",1,"Lecture",NA,3,3,4,4,4,4,1
"6747","Maiden High School",1,"PowerPoint,Video",NA,4,4,4,4,4,4,1
"6749","West Columbus High School",0,"",NA,4,4,4,4,4,4,1
"6753","Meyers Park High School",0,"",NA,3,3,4,3,4,3,1
"6757","Salisbury High School",0,"",NA,3,4,4,4,4,4,1
"6760","Triangle Math & Science Academy",1,"Other",NA,2,3,3,3,4,3,1
"6771","West Craven High School",0,"",NA,4,4,4,4,4,3,1
"6773","Jefferson, Thomas Classical Academy",0,"",NA,2,4,4,4,4,4,1
"6776","Trinity High School",1,"PowerPoint",NA,3,3,4,3,4,3,1
"6777","Central Academy of Technology & Arts High School",2,"PowerPoint",NA,2,3,4,4,4,4,1
"6780","Hillside High School",1,"Handout,PowerPoint",NA,3,3,4,4,4,3,1
"6784","Rocky Mount High School",1,"Video",NA,4,4,4,4,4,4,1
"6797","Thomasville High School",0,"",NA,4,4,4,4,4,4,1
"6798","Holmes, John A. High School",1,"PowerPoint",NA,3,3,3,3,3,3,1
"6799","West Forsyth High School",0,"",NA,4,4,4,4,4,4,1
"6803","West Forsyth High School",0,"",NA,3,4,3,3,4,3,1
"6804","Pinecrest High School",0,"",NA,3,4,4,4,4,4,1
"6807","Northwood High School",0,"",NA,4,4,4,4,4,3,1
"6808","Northwood High School",1,"Lecture",NA,3,2,4,4,4,3,1
"6810","West Craven High School",NA,"Video",NA,3,4,4,3,4,3,1
"6812","Central Academy of Technology & Arts High School",0,"",NA,3,2,4,3,4,4,1
"6813","Rocky Mount High School",0,"",NA,3,4,4,4,4,4,1
"6816","Northern Guilford High School",0,"",NA,4,3,4,4,4,3,1
"6818","Asheville High School",1,"Handout",NA,2,4,4,4,4,4,1
"6821","Seaforth High School",0,"",NA,3,3,4,3,4,4,1
"6832","Forbush High School",0,"",NA,3,3,4,4,4,3,1
"6833","Northwest Cabarrus High School",0,"",NA,3,4,4,3,NA,4,1
"6837","Northwest High School",0,"",NA,2,3,4,3,4,3,1
"6838","Hickory High School",0,"",NA,3,3,3,3,3,3,1
"6842","Northern Guilford High School",0,"",NA,3,3,4,3,4,3,1
"6843","Jordan - Matthews High School",1,"PowerPoint,Video",NA,2,3,4,3,4,3,1
"6852","Northern Guilford High School",0,"",NA,2,3,4,3,4,3,1
"6856","Jordan - Matthews High School",0,"",NA,1,3,4,3,4,4,1
"6860","Neuse Charter School",2,"Video",NA,3,3,4,3,4,3,1
"6863","Meyers Park High School",0,"",NA,3,3,4,3,4,3,1
"6867","Hillside High School",0,"",NA,3,4,4,4,4,4,1
"6868","Meyers Park High School",1,"Lecture",NA,2,4,4,4,4,4,1
"6870","Montgomery Central High School",1,"PowerPoint",NA,3,4,4,4,4,4,1
"6872","Seaforth High School",1,"Lecture",NA,3,3,4,4,4,3,1
"6873","Northern Guilford High School",0,"",NA,2,3,4,4,4,3,1
"6878","Hickory High School",0,"",NA,3,4,3,3,4,3,1
"6879","Northwood High School",0,"",NA,2,4,4,4,4,4,1
"6881","Montgomery Central High School",0,"",NA,3,3,3,3,3,3,0
"6888","Rocky Mount High School",1,"Other",NA,4,4,4,3,4,3,1
"6889","Northern Guilford High School",0,"",NA,3,4,4,3,4,3,1
"6895","Woods Chater School",0,"",NA,4,4,4,3,4,3,1
"6900","Woods Chater School",1,"Handout",NA,3,3,4,4,4,4,1
"6901","Woods Chater School",1,"Handout",NA,3,3,4,3,4,3,1
"6902","Woods Chater School",1,"Handout",NA,3,3,4,3,4,3,1
"6904","Woods Chater School",1,"Handout",NA,3,4,4,4,4,3,1
"6908","Jordan - Matthews High School",1,"Video,Other",NA,3,4,4,4,4,4,1
"6910","Freedom High School",0,"",NA,2,3,4,4,4,4,1
"6911","Jordan, Charles E. High School",0,"",NA,3,4,4,4,4,2,1
"6915","Rocky Mount High School",1,"PowerPoint",NA,4,3,4,4,4,4,1
"6916","South Lenoir High School",3,"Handout,Video",NA,3,4,4,4,4,4,1
"6919","Tarboro High School",2,"Video",NA,4,4,4,4,4,4,1
"6920","Jordan",4,"Lecture,PowerPoint,Video",NA,3,4,4,4,4,4,1
"6921","Northwest High School",2,"Video",NA,4,3,4,NA,4,4,1
"6922","Meyers Park High School",0,"",NA,3,4,4,4,4,2,1
"6924","Northwood High School",0,"",NA,3,4,4,4,4,2,1
"6926","Jordan - Matthews High School",0,"",NA,3,4,4,4,4,4,1
"6927","Ledford High School",0,"",NA,3,3,4,2,4,3,1
"6928","Carrboro High School",0,"",NA,NA,2,3,3,4,2,1
"6933","Northwood High School",0,"",NA,3,4,4,3,4,4,1
"6934","Maiden High School",1,"PowerPoint,Video",NA,3,4,4,3,4,4,1
"6935","Meyers Park High School",2,"Video",NA,3,4,4,3,4,3,1
"6936","Jordan, Charles E. High School",4,"Video",NA,3,3,3,3,4,4,1
"6940","Northwood High School",1,"Video",NA,3,2,4,3,4,3,1
"6943","Northern Guilford High School",0,"",NA,2,3,2,2,3,3,0
"6946","Falls Lake Academy",0,"",NA,3,4,4,4,4,4,1
"6947","Jordan - Matthews High School",0,"",NA,4,4,4,4,4,4,1
"6948","Overhills High School",3,"Video",NA,3,4,4,3,4,4,1
"6949","Carrboro High School",1,"Other",NA,3,3,4,4,4,4,1
"6952","Jordan, Charles E. High School",4,"Video",NA,4,4,4,2,4,3,1
"6953","West Craven High School",0,"",NA,4,3,4,3,3,3,1
"6954","Jefferson, Thomas Classical Academy",0,"",NA,3,3,4,4,4,3,1
"6955","West Forsyth High School",0,"",NA,3,3,4,4,4,3,1
"6958","Alleghany High School",0,"",NA,4,3,4,4,4,3,1
"6964","East Davie High School",2,"Other",NA,3,3,3,3,3,3,1
"6966","Tarboro High School",2,"PowerPoint,Video",NA,4,4,4,4,4,4,1
"6968","Tarboro High School",0,"",NA,2,3,4,3,4,3,1
"6970","Alleghany High School",0,"",NA,3,3,3,3,3,3,1
"6971","Northwood High School",0,"",NA,3,4,4,4,4,4,1
"6972","Meyers Park High School",1,"Video",NA,3,4,4,4,4,4,1
"6974","East Wake Academy",0,"",NA,3,3,4,4,4,4,1
"6977","Meyers Park High School",0,"",NA,2,3,4,4,4,2,1
"6978","South Johnston High School",0,"",NA,3,4,3,3,4,2,1
"6979","Overhills High School",4,"Video",NA,3,4,4,4,4,4,1
"6980","Tarboro High School",1,"Handout,Lecture,Video",NA,3,2,4,3,4,3,1
"6984","Meyers Park High School",1,"Video,Other",NA,4,4,4,4,4,4,1
"6987","Triton High School",0,"",NA,3,3,4,3,4,4,1
"6993","Jordan",2,"Lecture,Video",NA,4,4,4,4,4,4,1
"6995","West Forsyth High School",1,"Video",NA,3,4,3,3,4,3,1
"6999","Charlotte Catholic High School",0,"",NA,4,4,4,3,4,4,1
"7000","Forbush High School",0,"",NA,4,2,4,4,4,3,1
"7001","Forbush High School",0,"",NA,3,4,4,4,4,4,1
"7002","Carrboro High School",0,"",NA,NA,2,4,4,4,4,1
"7003","West Forsyth High School",0,"",NA,2,4,4,4,4,4,1
"7004","Forbush High School",1,"Other",NA,4,4,4,4,4,4,1
"7005","Forbush High School",0,"",NA,2,4,4,4,4,4,1
"7006","Forbush High School",0,"",NA,4,3,4,3,4,3,1
"7008","Jordan - Matthews High School",0,"",NA,2,2,4,2,4,4,1
"7009","Tarboro High School",0,"",NA,3,3,3,3,3,3,1
"7013","Forbush High School",1,"PowerPoint",NA,2,4,4,3,4,3,1
"7016","Alleghany High School",0,"",NA,3,3,3,4,4,4,1
"7017","Tarboro High School",1,"Other",NA,3,3,3,3,3,3,1
"7019","Forbush High School",0,"",NA,3,3,3,3,3,3,1
"7020","Forbush High School",0,"",NA,3,3,3,3,3,3,0
"7021","Meyers Park High School",0,"",NA,3,3,3,3,3,3,1
"7022","Forbush High School",0,"",NA,4,4,4,4,4,4,1
"7023","Alleghany High School",4,"Lecture,PowerPoint,Video",NA,3,3,4,4,4,4,1
"7024","Meyers Park High School",0,"",NA,3,3,4,4,4,2,1
"7025","Jordan - Matthews High School",NA,"Handout,Lecture,PowerPoint,Video",NA,4,4,NA,4,4,4,1
"7027","Meyers Park High School",1,"Video",NA,2,3,4,4,4,3,1
"7030","Northern Guilford High School",0,"",NA,4,4,4,4,4,4,1
"7031","Tarboro High School",0,"",NA,4,4,4,3,3,4,1
"7041","Northwest High School",1,"Other",NA,2,3,4,3,4,3,1
"7042","Forbush High School",0,"",NA,1,2,4,3,4,2,1
"7043","Forbush High School",0,"",NA,3,3,3,3,3,3,1
"7045","Montgomery Central High School",0,"",NA,4,4,4,4,4,4,1
"7047","Montgomery Central High School",1,"Video",NA,3,4,4,4,4,4,1
"7051","Seaforth High School",0,"",NA,4,4,4,4,4,4,1
"7055","Alleghany High School",0,"",NA,1,4,4,4,4,4,1
"7056","Northwood High School",0,"",NA,2,3,4,3,4,3,1
